Kp,Km,f,Volume,Surface Area,Projection_1,Projection_2,Projection_3,AvgR,p,K
18.9627,17.7990,0.5547,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,18.4384
9.5586,16.4139,0.1859,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,14.9760
3.1920,14.5471,0.7050,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,5.8508
18.6123,17.8387,0.9435,0.0377,0.6850,0.0942,0.2827,0.0942,0.2080,0.3333,18.5680
8.8043,10.1589,0.7392,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,9.1458
6.1591,4.2129,0.6951,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,5.5063
14.8244,5.0449,0.5958,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,9.7410
14.2287,9.9834,0.0970,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,10.3487
9.1507,14.5378,0.5485,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,11.3983
8.3565,5.5734,0.2344,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,6.1521
0.4278,2.9383,0.5753,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,1.2898
16.0215,17.5264,0.4761,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,16.7989
12.5210,11.6043,0.1005,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,11.6944
9.4208,10.4328,0.0309,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,10.4006
10.2874,8.3477,0.1589,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,8.6377
13.0721,7.5898,0.2889,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,8.9482
17.5430,19.1082,0.7034,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,17.9982
17.0007,19.0901,0.1525,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,18.7612
4.1831,7.2683,0.8683,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,4.5362
14.5677,13.9507,0.2485,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,14.1024
18.5249,9.1847,0.3267,0.2094,2.0044,0.3142,0.7854,0.3142,0.3684,0.4000,11.7006
11.3481,10.7446,0.6764,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,11.1504
15.0450,9.6524,0.9548,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,14.7581
2.5113,17.0251,0.5551,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,7.7499
18.9617,19.7316,0.9477,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,19.0014
7.4249,13.4378,0.2911,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,11.4572
11.6742,4.9692,0.1771,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,5.8637
16.8494,13.1578,0.7452,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,15.8456
0.2004,10.6817,0.9237,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,0.7500
18.0803,9.4494,0.2451,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,11.1980
17.9709,3.8547,0.1245,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,4.7057
13.5518,14.6000,0.1065,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,14.4859
18.6316,4.1268,0.1912,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,5.7399
3.1861,12.8562,0.5095,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,7.2235
2.2696,10.4311,0.2091,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,8.2694
14.5175,17.7534,0.8028,2.4127,8.7205,2.2619,2.0106,2.2619,0.8320,1.1250,15.1240
6.6944,17.4079,0.2661,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,14.0031
2.3693,0.1241,0.7296,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,1.0414
10.5664,16.9263,0.2281,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,15.3096
3.6717,17.2792,0.8177,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,5.4895
12.9053,6.6512,0.7456,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,10.9702
8.6046,11.0791,0.7532,0.1005,1.2325,0.3770,0.1257,0.3770,0.2884,3.0000,9.1797
3.6164,5.4467,0.7797,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,3.9834
7.9421,5.8113,0.2442,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,6.2914
13.2819,19.2319,0.7660,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,14.5609
14.5627,2.8788,0.3102,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,4.7902
18.4462,13.6669,0.7719,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,17.2675
8.3257,9.7301,0.6930,0.2094,2.0044,0.3142,0.7854,0.3142,0.3684,0.4000,8.7421
1.5935,19.3974,0.1585,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,15.4299
18.2037,15.7570,0.2124,2.3750,8.7097,1.9792,2.5447,1.9792,0.8277,0.7778,16.2564
18.3044,16.2906,0.1588,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,16.5999
0.8925,14.8893,0.5365,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,5.8948
4.7213,2.2938,0.2155,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,2.7081
13.0713,14.2378,0.2754,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,13.9101
13.5990,16.6815,0.0554,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,16.5003
0.2776,2.0528,0.8440,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,0.4838
11.5387,2.7855,0.5272,0.9425,4.9065,1.4137,0.7854,1.4137,0.6082,1.8000,5.9235
10.2382,1.0352,0.3915,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,2.4781
9.3083,18.7568,0.2449,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,16.1070
13.6986,18.7990,0.5297,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,15.9765
12.6552,4.3856,0.0625,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,4.7216
15.2711,17.2862,0.8474,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,15.5684
11.1853,5.5828,0.1026,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,6.0268
15.6523,6.1534,0.2651,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,8.0151
5.2297,0.1385,0.4222,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,0.5833
3.1411,10.1744,0.2369,3.3929,10.9406,2.8274,2.5447,2.8274,0.9322,1.1111,8.1525
18.5072,9.9608,0.0072,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,10.0089
16.1988,18.0210,0.0931,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,17.8461
8.9232,0.2038,0.9424,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,4.7145
9.5649,14.5387,0.1421,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,13.7513
1.1126,0.9657,0.8482,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,1.0894
7.9753,9.7533,0.5132,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,8.8131
19.7152,15.6470,0.6896,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,18.3827
5.8085,17.4081,0.5960,0.1005,1.2325,0.3770,0.1257,0.3770,0.2884,3.0000,9.7691
8.3506,7.6593,0.1343,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,7.7498
18.9737,15.0077,0.3849,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,16.4569
13.2248,2.5081,0.5982,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,6.5852
16.0206,10.9309,0.6424,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,14.0288
11.2612,15.6308,0.7294,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,12.3566
12.9872,12.7608,0.7265,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,12.9250
16.3613,18.3702,0.2743,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,17.8042
12.8047,11.7283,0.8543,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,12.6440
17.6525,17.6801,0.7708,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,17.6589
4.9034,0.7077,0.7922,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,3.3043
8.0492,7.5691,0.3307,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,7.7257
19.6083,16.5771,0.1639,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,17.0505
0.8212,0.0758,0.6160,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,0.2876
17.6819,19.3258,0.4548,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,18.5663
9.8176,16.8786,0.9688,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,10.0072
1.1057,8.9003,0.1327,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,7.4846
4.6454,5.6373,0.8262,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,4.8093
2.6952,5.2087,0.3826,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,4.1409
5.8621,8.2377,0.7722,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,6.3619
8.7480,6.1974,0.7777,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,8.1255
15.4016,16.6415,0.1864,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,16.4057
18.8816,3.3765,0.7816,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,12.4639
8.2867,0.9062,0.6263,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,3.2142
2.3366,19.8151,0.5566,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,8.4366
12.9472,2.6189,0.7828,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,8.9861
16.5707,15.6717,0.1013,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,15.7613
14.9373,17.9373,0.5118,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,16.3589
15.3921,9.6226,0.6596,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,13.1922
18.1438,10.0302,0.8050,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,16.2356
1.6318,3.8282,0.1867,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,3.3418
8.9389,5.7899,0.4022,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,6.9330
10.9318,13.0272,0.8702,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,11.1907
14.9170,15.2927,0.3761,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,15.1507
7.7523,8.7470,0.7717,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,7.9726
0.8681,12.5709,0.6185,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,4.2626
0.9349,16.8351,0.3239,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,10.1838
13.2510,15.7469,0.8086,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,13.7082
18.4629,19.2712,0.2787,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,19.0436
6.1483,5.7239,0.1139,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,5.7712
17.7996,6.8722,0.7098,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,13.5994
19.8291,6.3440,0.8600,1.2566,7.4202,0.9425,3.1416,0.9425,0.6694,0.3000,17.0562
3.0144,3.5348,0.0486,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,3.5083
11.1350,3.8244,0.4841,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,6.4882
16.9762,2.9999,0.3027,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,5.3178
19.6219,17.0020,0.4078,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,18.0390
2.2831,13.9953,0.3314,2.4127,8.7205,2.2619,2.0106,2.2619,0.8320,1.1250,9.2224
3.3933,13.9540,0.7472,0.3393,2.7731,0.8482,0.2827,0.8482,0.4327,3.0000,5.4855
5.5917,0.5167,0.2549,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,0.8928
7.8918,12.5544,0.8454,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,8.5260
1.2722,18.3046,0.2726,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,12.2270
19.0762,8.1543,0.5167,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,12.7966
2.8654,2.2175,0.5689,0.1340,1.3889,0.2513,0.5027,0.2513,0.3175,0.5000,2.5714
18.1300,4.8415,0.6750,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,12.0996
5.5820,3.6783,0.0946,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,3.8356
10.6017,4.4696,0.9989,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,10.5921
15.5918,11.0990,0.8729,0.2639,2.2094,0.6597,0.2827,0.6597,0.3979,2.3333,14.9559
1.1410,18.8659,0.2637,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,12.7766
16.5770,19.5560,0.4677,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,18.1239
10.2862,0.5558,0.0187,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,0.5844
6.9638,2.7812,0.3594,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,3.9193
18.8626,8.4142,0.4753,2.3750,8.7097,1.9792,2.5447,1.9792,0.8277,0.7778,12.4984
9.8098,1.5938,0.6723,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,5.3120
4.5571,1.7256,0.9238,0.5362,3.4335,1.0053,0.5027,1.0053,0.5040,2.0000,4.2412
5.0828,14.0890,0.2544,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,11.3169
18.7295,14.3524,0.6553,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,17.1236
15.0675,1.0132,0.7060,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,6.6182
13.8845,19.5833,0.5737,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,16.1663
16.2851,14.6479,0.6199,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,15.6486
13.8751,12.9687,0.2837,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,13.2217
13.7415,4.0229,0.1789,2.4127,8.7205,2.2619,2.0106,2.2619,0.8320,1.1250,5.0705
11.0101,16.6207,0.5811,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,13.1935
17.2316,11.9240,0.7655,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,15.8512
6.6637,0.1743,0.9187,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,3.1429
18.8418,10.9713,0.9707,0.1340,1.3889,0.2513,0.5027,0.2513,0.3175,0.5000,18.5601
10.9316,10.3320,0.7637,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,10.7879
19.1783,15.3019,0.1949,1.2566,7.4202,0.9425,3.1416,0.9425,0.6694,0.3000,16.0109
2.9472,13.2752,0.8816,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,3.8801
15.6184,18.5437,0.4491,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,17.1908
0.9015,11.8284,0.6691,4.1888,12.5664,3.1416,3.1416,3.1416,1.0000,1.0000,3.6876
5.9065,16.0966,0.5198,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,10.1495
17.8954,11.6717,0.2600,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,13.1024
0.7321,10.1823,0.1428,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,8.2330
18.9570,6.2572,0.5780,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,12.2376
3.3737,2.2813,0.9395,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,3.2979
9.9628,4.5659,0.6863,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,7.8672
5.7749,1.0016,0.6343,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,2.9235
17.9766,13.3720,0.9471,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,17.7078
0.4651,10.7345,0.3185,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,6.4993
6.5965,1.3382,0.7397,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,4.2954
9.2407,3.7436,0.7496,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,7.4677
15.1948,8.2281,0.5753,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,11.8082
3.6568,13.8123,0.6388,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,6.6940
17.0755,3.7479,0.5528,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,9.0992
18.2434,15.4819,0.4458,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,16.6745
2.5461,5.1026,0.2298,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,4.4285
9.5287,7.2318,0.5132,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,8.3543
4.0500,17.2902,0.0484,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,16.4074
9.9660,18.9944,0.2007,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,16.9172
19.4495,4.7741,0.2572,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,6.9179
2.4886,16.4233,0.2987,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,11.2099
9.9952,10.2446,0.3446,0.3393,2.7731,0.8482,0.2827,0.8482,0.4327,3.0000,10.1582
5.8397,9.2428,0.3520,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,7.9413
12.7756,7.7284,0.8737,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,12.0206
17.0082,14.2144,0.5730,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,15.7730
7.1530,3.9836,0.2865,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,4.7473
7.1717,12.3507,0.8362,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,7.9168
11.7813,15.5272,0.8078,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,12.4481
4.3780,8.1902,0.7856,1.0263,5.0254,1.0996,1.5394,1.0996,0.6257,0.7143,5.0914
14.4302,2.7160,0.0064,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,2.7478
7.1966,11.6377,0.3955,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,9.7275
7.7928,11.5605,0.1320,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,11.0104
11.8609,7.5757,0.5336,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,9.6868
4.7113,6.3137,0.5239,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,5.4364
6.3416,4.3663,0.1575,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,4.6425
8.3942,17.2817,0.1446,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,15.7695
19.8794,1.8339,0.6588,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,7.6305
3.7121,12.9742,0.9820,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,3.8394
2.1465,3.7140,0.5053,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,2.8625
2.5202,14.9064,0.3224,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,9.9822
17.9956,10.0796,0.5962,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,14.3680
17.6475,0.4838,0.2186,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,1.5217
15.2717,1.9725,0.8130,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,9.5909
8.6524,15.9912,0.3649,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,13.0250
10.5109,6.8418,0.0477,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,6.9926
15.5579,6.3090,0.7153,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,12.1861
7.9686,13.2002,0.7391,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,9.1928
8.8544,7.8133,0.9398,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,8.7892
19.1848,10.8618,0.0638,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,11.2923
5.7164,7.6182,0.2245,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,7.1615
15.1772,11.4384,0.3211,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,12.5566
18.1616,14.7170,0.3971,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,16.0238
5.8276,4.6639,0.9477,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,5.7620
12.5884,2.5486,0.1002,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,3.0463
1.3020,1.2037,0.8348,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,1.2854
0.6027,17.7077,0.9619,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,0.9985
14.9539,9.4090,0.2105,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,10.4288
11.0741,19.5103,0.0238,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,19.2759
14.9300,1.1271,0.9909,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,14.3320
5.3708,8.6817,0.7442,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,6.1312
5.6685,11.2712,0.3335,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,9.1698
8.0425,3.7223,0.3464,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,4.9167
9.9522,17.7200,0.6149,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,12.6422
0.8165,14.3322,0.0339,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,13.6693
12.6084,6.7411,0.2090,2.3750,8.7097,1.9792,2.5447,1.9792,0.8277,0.7778,7.7396
13.4617,2.0632,0.4815,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,4.9969
14.1223,8.8883,0.1609,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,9.6143
3.9896,12.9144,0.4421,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,8.1447
9.7160,17.8487,0.3044,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,15.0396
12.0097,11.9523,0.4329,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,11.9771
14.3760,5.0738,0.7536,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,11.1709
5.7228,19.2240,0.6009,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,10.2296
18.1960,3.5138,0.9920,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,17.9363
17.5962,14.2595,0.8206,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,16.9597
12.8499,4.8416,0.3136,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,6.7630
6.2673,9.3944,0.9509,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,6.4037
9.3708,15.8254,0.7359,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,10.8895
11.9793,19.6443,0.0157,4.1888,12.5664,3.1416,3.1416,3.1416,1.0000,1.0000,19.5062
12.8914,13.3243,0.6297,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,13.0506
17.8304,16.6384,0.0199,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,16.6616
15.4526,11.7059,0.5154,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,13.5433
19.9085,5.1039,0.2015,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,6.7870
2.9727,9.0603,0.1941,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,7.6056
6.1470,9.7345,0.4012,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,8.1803
1.1162,17.3366,0.3498,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,10.1340
14.0883,0.6263,0.9934,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,13.4677
1.5493,10.0557,0.4239,0.6283,3.5679,0.9425,0.7854,0.9425,0.5313,1.2000,5.7474
19.6529,10.0109,0.2651,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,12.0794
16.4320,1.7285,0.8188,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,9.6811
15.7577,4.3683,0.1152,0.9425,4.9065,1.4137,0.7854,1.4137,0.6082,1.8000,5.1250
7.7186,19.4755,0.3004,0.2639,2.2094,0.6597,0.2827,0.6597,0.3979,2.3333,15.3404
8.3586,10.5913,0.5966,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,9.2175
9.8125,1.0687,0.1320,0.8378,6.9101,0.6283,3.1416,0.6283,0.5848,0.2000,1.5424
3.1860,17.9727,0.2150,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,13.8246
15.1471,10.1337,0.0527,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,10.3623
10.4162,10.3248,0.7786,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,10.3959
7.7567,17.3423,0.9859,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,7.8669
17.4330,10.2982,0.4384,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,13.0898
18.3696,2.1992,0.7867,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,10.6053
16.9677,11.9770,0.7667,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,15.6954
