Kp,Km,f,Volume,Surface Area,Projection_1,Projection_2,Projection_3,AvgR,p,K
14.6369,19.5227,0.3493,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,17.7174
13.0985,16.2195,0.8687,2.3750,8.7097,1.9792,2.5447,1.9792,0.8277,0.7778,13.4854
15.7025,18.9255,0.8605,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,16.1299
7.0995,7.8253,0.8439,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,7.2098
12.6513,3.0696,0.7990,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,9.4153
11.3734,1.6146,0.0476,4.1888,12.5664,3.1416,3.1416,3.1416,1.0000,1.0000,1.7736
8.4679,3.9114,0.5638,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,6.1083
1.3718,14.2002,0.2732,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,9.7113
12.6924,18.0886,0.2521,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,16.6152
16.3790,13.5879,0.9446,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,16.2142
16.0778,2.0255,0.4915,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,5.3778
14.3189,3.9048,0.2294,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,5.3238
15.1603,14.8887,0.6103,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,15.0541
14.0098,6.2192,0.3411,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,8.3729
12.7475,1.4921,0.3236,0.2681,4.2268,0.2513,2.0106,0.2513,0.4000,0.1250,3.4967
0.8204,17.7202,0.5804,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,6.3766
18.3422,2.1697,0.7426,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,9.4950
3.1643,19.1641,0.3050,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,13.1003
12.4955,10.5329,0.2669,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,11.0341
18.7246,10.1997,0.9734,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,18.4375
0.4699,9.6514,0.8839,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,1.1916
14.3031,8.5450,0.4788,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,11.0148
15.7352,15.2326,0.5371,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,15.5012
11.9030,7.1300,0.0159,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,7.1931
16.4649,15.2969,0.0567,0.2681,4.2268,0.2513,2.0106,0.2513,0.4000,0.1250,15.3617
1.6647,8.9481,0.4128,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,5.3463
19.1271,15.3867,0.7410,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,18.1020
10.7692,11.4855,0.9154,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,10.8286
4.7348,13.3379,0.0922,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,12.3484
13.0983,16.2766,0.0280,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,16.1815
12.6456,14.4789,0.6801,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,13.2149
5.2372,5.9341,0.8756,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,5.3208
14.4540,19.4375,0.2853,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,17.9233
11.5035,0.6605,0.7833,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,5.3833
0.0436,6.2239,0.9289,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,0.2844
3.1647,17.9129,0.2761,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,12.7810
0.2640,15.4566,0.9267,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,1.0255
9.3544,16.3614,0.6622,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,11.4828
15.6695,0.5853,0.1520,0.1340,1.3889,0.2513,0.5027,0.2513,0.3175,0.5000,0.8948
16.7638,18.7163,0.6128,0.3393,2.7731,0.8482,0.2827,0.8482,0.4327,3.0000,17.5033
11.0028,17.9480,0.6964,0.1340,1.6131,0.5027,0.1257,0.5027,0.3175,4.0000,12.9053
10.7316,15.6124,0.3830,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,13.6058
15.2754,3.1005,0.7413,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,9.8486
7.8744,5.2768,0.4932,1.2566,7.4202,0.9425,3.1416,0.9425,0.6694,0.3000,6.4654
6.5539,10.0263,0.2912,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,8.9198
4.4051,7.3348,0.2269,0.2681,4.2268,0.2513,2.0106,0.2513,0.4000,0.1250,6.5770
19.0624,15.4987,0.8709,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,18.5727
18.5794,10.8498,0.6192,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,15.2618
0.5780,13.4378,0.4561,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,6.2694
18.8668,13.0033,0.9700,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,18.6657
14.1978,13.3215,0.1053,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,13.4120
16.4343,15.1444,0.3723,0.9425,4.9065,1.4137,0.7854,1.4137,0.6082,1.8000,15.6162
7.0801,10.7564,0.1958,1.2566,7.4202,0.9425,3.1416,0.9425,0.6694,0.3000,9.9586
18.9518,14.1967,0.2558,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,15.3198
2.5703,6.7954,0.2966,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,5.3196
16.6652,1.9995,0.0306,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,2.1331
4.2798,10.4982,0.6068,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,6.4070
13.8969,3.3734,0.1645,0.0377,0.6850,0.0942,0.2827,0.0942,0.2080,0.3333,4.3795
10.0959,18.1787,0.8248,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,11.3318
12.8459,7.0982,0.2099,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,8.0935
14.4184,19.2466,0.0269,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,19.1050
4.3479,11.1744,0.3603,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,8.3404
2.5916,18.1790,0.8430,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,4.4220
8.6490,16.2956,0.4045,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,12.8819
3.1436,17.5527,0.9053,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,4.1117
5.9338,2.1653,0.8674,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,5.2073
3.0202,6.7825,0.6791,0.1005,1.2325,0.3770,0.1257,0.3770,0.2884,3.0000,4.0582
9.6044,16.9220,0.8687,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,10.4423
12.7934,17.4976,0.5846,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,14.6409
19.4901,19.8922,0.5815,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,19.6577
1.8636,6.8368,0.7981,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,2.6504
9.7786,4.9930,0.5467,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,7.2979
9.2331,11.9651,0.0657,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,11.7717
17.7562,3.8966,0.3068,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,6.3170
8.7679,18.2868,0.9483,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,9.1784
9.1309,13.7688,0.9237,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,9.4464
11.5773,13.1537,0.2734,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,12.7096
4.3978,5.4178,0.4738,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,4.9176
14.3461,4.1505,0.6203,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,8.9881
17.1890,13.4068,0.3811,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,14.7688
5.4731,10.9175,0.0095,0.1005,1.2325,0.3770,0.1257,0.3770,0.2884,3.0000,10.8550
18.5205,19.5762,0.2585,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,19.2996
15.1672,3.6069,0.2243,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,5.0414
13.1860,13.8421,0.8155,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,13.3054
17.4857,19.2533,0.9642,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,17.5471
13.3079,5.6170,0.1329,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,6.3495
16.9992,19.5462,0.9895,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,17.0248
15.7382,0.7193,0.4214,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,2.4017
10.0073,16.6287,0.8781,2.4127,8.7205,2.2619,2.0106,2.2619,0.8320,1.1250,10.7189
10.7060,11.8292,0.0334,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,11.7905
16.5589,3.6435,0.8031,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,12.4623
15.7982,9.7051,0.7169,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,13.8286
1.0162,13.3995,0.1993,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,10.1015
19.8132,4.2504,0.9859,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,19.3522
15.7089,11.6956,0.6325,0.1340,1.6131,0.5027,0.1257,0.5027,0.3175,4.0000,14.1347
19.3784,12.1402,0.9166,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,18.6683
13.0486,15.1607,0.4677,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,14.1478
4.1972,8.8214,0.6947,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,5.4140
10.5804,16.4951,0.5071,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,13.3049
15.1695,18.1121,0.6801,0.5362,3.4335,1.0053,0.5027,1.0053,0.5040,2.0000,16.0752
5.0658,10.2951,0.1922,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,9.1310
18.0016,19.8820,0.3271,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,19.2533
8.7183,7.9547,0.8285,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,8.5839
0.3691,13.0658,0.3146,0.2681,4.2268,0.2513,2.0106,0.2513,0.4000,0.1250,6.3362
10.8085,13.0396,0.4579,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,11.9832
1.2442,18.1227,0.2260,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,13.0956
11.5091,2.6616,0.3087,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,4.2136
19.4612,9.8057,0.4151,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,13.1702
2.7214,14.3946,0.2455,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,10.7732
12.9862,2.8033,0.0326,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,2.9588
19.0037,14.7331,0.2098,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,15.5662
8.7986,0.7049,0.7596,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,4.2147
1.1840,14.5620,0.8691,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,2.4144
19.5324,13.6146,0.8094,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,18.2759
14.6556,0.9485,0.8964,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,9.1800
11.2504,15.4028,0.7909,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,12.0545
15.3740,18.7267,0.5726,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,16.7566
4.8935,16.5871,0.8780,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,6.0070
9.1804,7.3791,0.6869,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,8.5883
15.7275,16.4982,0.8269,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,15.8592
13.5212,5.3589,0.7035,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,10.3749
12.1406,3.8264,0.5259,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,7.1002
15.8644,9.9761,0.1044,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,10.4989
13.0524,17.6604,0.6588,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,14.5319
11.4474,18.5700,0.7727,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,12.8802
16.5278,12.1005,0.5266,1.0263,5.0254,1.0996,1.5394,1.0996,0.6257,0.7143,14.3050
16.6439,15.0836,0.3845,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,15.6713
11.5526,3.4704,0.8195,0.2681,4.2268,0.2513,2.0106,0.2513,0.4000,0.1250,9.5542
7.3270,8.1439,0.4847,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,7.7409
16.3726,1.6298,0.4954,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,4.5266
15.0865,19.2334,0.7761,2.4127,8.7205,2.2619,2.0106,2.2619,0.8320,1.1250,15.9624
10.6779,1.2052,0.8263,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,6.6674
11.2614,13.7240,0.7375,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,11.8785
10.4360,2.4845,0.6709,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,6.5127
15.9685,16.3016,0.6902,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,16.0712
0.0755,17.9452,0.1513,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,14.0146
10.1095,15.6391,0.1317,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,14.8268
0.6087,2.1309,0.7242,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,0.9418
10.3948,12.7964,0.7382,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,10.9924
18.1646,0.9585,0.7193,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,6.0671
10.2878,6.2493,0.9029,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,9.8243
2.4898,14.1409,0.5052,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,7.3156
8.2591,2.5517,0.7144,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,6.0768
0.7832,8.0875,0.6734,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,2.5661
17.2677,7.0343,0.2239,0.2639,2.2094,0.6597,0.2827,0.6597,0.3979,2.3333,8.7254
17.3467,11.3339,0.1441,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,12.0898
12.1763,17.9211,0.7117,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,13.7015
9.1901,16.1335,0.5370,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,12.1368
17.2255,4.6249,0.6440,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,10.7945
17.1661,11.0955,0.1104,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,11.6762
10.2326,2.7124,0.0781,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,3.0361
10.2516,19.7931,0.2755,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,16.8181
1.6114,8.6251,0.4952,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,4.6016
4.1643,15.5426,0.3502,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,10.3894
18.4921,11.3811,0.2098,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,12.6826
4.8292,5.6197,0.4982,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,5.2163
7.0156,14.2016,0.6107,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,9.4960
0.5199,6.8649,0.5035,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,3.0898
18.2855,11.2819,0.4529,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,14.1390
11.8250,19.0253,0.5672,1.0263,5.0254,1.0996,1.5394,1.0996,0.6257,0.7143,14.7038
1.0810,15.3625,0.8968,0.1005,1.2325,0.3770,0.1257,0.3770,0.2884,3.0000,2.0926
12.6345,4.2019,0.4428,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,6.9409
9.9520,17.3923,0.6303,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,12.4369
6.0889,14.2612,0.9008,0.1885,1.6573,0.4712,0.2827,0.4712,0.3557,1.6667,6.7554
4.4859,3.8920,0.4006,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,4.1229
2.3034,12.3851,0.8806,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,3.1727
2.2313,11.7039,0.3489,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,7.6849
13.6224,0.5418,0.1946,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,0.8889
18.8400,4.7395,0.1756,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,6.1813
18.3645,5.4063,0.8190,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,14.7972
17.3698,1.4775,0.7989,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,10.9560
13.6289,14.0398,0.8400,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,13.6941
16.0496,1.9261,0.0390,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,2.0948
18.6309,3.9657,0.3103,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,6.4276
8.9266,4.2642,0.9699,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,8.7429
14.9989,12.3799,0.2045,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,12.8888
11.3449,5.3490,0.2456,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,6.4981
18.3638,17.5807,0.9515,0.6283,3.5679,0.9425,0.7854,0.9425,0.5313,1.2000,18.3253
10.7129,12.8496,0.0600,0.3393,5.3110,0.2827,2.5447,0.2827,0.4327,0.1111,12.7139
3.3715,13.4599,0.7325,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,5.4213
7.7020,1.5274,0.8685,0.0377,0.6850,0.0942,0.2827,0.0942,0.2080,0.3333,6.2152
6.1015,3.1503,0.5932,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,4.7104
15.8225,0.5803,0.1746,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,0.9038
0.0782,19.2913,0.1264,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,14.8440
17.3791,14.1707,0.8865,1.0472,5.3649,1.5708,0.7854,1.5708,0.6300,2.0000,16.9911
13.4094,5.9542,0.6507,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,10.2061
10.7360,14.6517,0.4163,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,12.9243
11.0916,2.3339,0.2851,0.5362,3.4335,1.0053,0.5027,1.0053,0.5040,2.0000,3.6997
15.1809,1.1865,0.5238,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,4.0874
9.0182,0.1295,0.7086,0.0377,0.6850,0.0942,0.2827,0.0942,0.2080,0.3333,1.2083
17.2876,17.7881,0.7597,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,17.4070
6.0435,5.5943,0.4158,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,5.7782
17.7612,1.9650,0.3340,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,3.8594
12.1933,19.2275,0.9294,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,12.6312
11.0653,3.3736,0.2977,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,4.9685
17.4393,10.0206,0.9349,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,16.8470
16.7143,1.1834,0.0632,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,1.5449
19.5112,18.8932,0.9496,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,19.4797
9.2202,7.2263,0.8023,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,8.7975
17.6910,14.4445,0.3754,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,15.6090
5.7863,9.3279,0.8420,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,6.2815
16.9010,10.8748,0.6235,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,14.4049
5.4853,15.4045,0.8822,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,6.4261
4.5522,17.4822,0.4630,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,10.4653
9.0994,16.4991,0.6812,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,11.1650
18.5691,3.9368,0.2659,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,5.9782
5.3816,9.3080,0.8485,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,5.9039
13.7748,7.0277,0.6755,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,11.1569
12.1093,3.3653,0.6516,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,7.7845
12.0857,10.4608,0.3238,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,10.9692
9.4534,3.1438,0.2582,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,4.2511
12.5569,6.0879,0.5134,1.2566,7.4202,0.9425,3.1416,0.9425,0.6694,0.3000,8.9682
2.7029,4.2050,0.8934,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,2.8456
5.5393,1.5606,0.1205,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,1.8354
13.7163,7.8045,0.9441,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,13.3085
6.3489,8.1188,0.9438,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,6.4415
8.5148,11.3930,0.2936,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,10.4923
11.4235,8.2458,0.0716,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,8.4490
13.8648,4.3379,0.5623,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,8.3953
17.5974,14.6648,0.2568,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,15.3836
6.6258,6.9664,0.8449,0.1340,1.3889,0.2513,0.5027,0.2513,0.3175,0.5000,6.6779
8.9922,17.1991,0.3102,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,14.3396
5.5967,10.1575,0.3080,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,8.5846
2.6695,3.3986,0.9046,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,2.7344
10.2009,15.8824,0.4181,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,13.3261
16.7272,10.7100,0.1804,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,11.6541
6.1606,17.2161,0.6707,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,9.2087
8.4551,14.5350,0.1057,0.5362,3.4335,1.0053,0.5027,1.0053,0.5040,2.0000,13.7991
7.8615,19.6723,0.8604,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,9.2165
0.5427,18.3537,0.6773,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,4.8375
14.4735,11.0241,0.1734,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,11.5751
10.8366,15.6626,0.4894,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,13.1613
13.2977,10.2084,0.2862,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,11.0350
6.9287,3.8362,0.8130,0.0335,0.7890,0.2513,0.0314,0.2513,0.2000,8.0000,6.2414
15.9601,11.9031,0.0757,0.1340,1.6131,0.5027,0.1257,0.5027,0.3175,4.0000,12.1820
14.6329,10.7275,0.5622,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,12.8127
6.9543,3.1619,0.5635,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,4.9870
12.7496,7.4680,0.5804,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,10.2632
9.9520,10.9524,0.2752,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,10.6709
6.9386,10.8149,0.5306,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,8.6286
2.4373,7.3755,0.5456,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,4.3741
7.6654,5.2737,0.5441,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,6.4939
6.8128,18.8552,0.2983,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,14.6099
1.2515,5.1228,0.0838,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,4.6793
18.7074,19.5307,0.0109,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,19.5216
11.4072,10.2465,0.0941,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,10.3521
15.5853,3.6465,0.7235,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,10.5436
14.3385,8.7029,0.3992,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,10.6941
0.8693,7.0129,0.7135,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,2.2179
15.9999,0.3289,0.7686,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,3.0100
6.9344,14.6152,0.8837,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,7.6843
12.3278,1.2740,0.3304,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,3.3009
15.6696,7.6242,0.4918,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,10.9844
