Kp,Km,f,p,K
15.0987,9.7826,0.0046,3.0000,9.8034
4.8557,5.0705,0.7913,1.1250,4.9000
8.8480,13.5645,0.5140,1.6667,10.9942
13.7559,18.2898,0.2310,1.0000,17.1713
7.1846,12.3415,0.7036,0.2857,8.5417
14.7268,6.4500,0.6507,0.5000,11.1646
7.8941,9.8102,0.8682,0.6667,8.1323
13.6683,8.1491,0.3478,0.3000,9.8400
14.0809,1.6788,0.3306,0.7500,3.2453
8.8461,11.8392,0.2938,0.3333,10.9019
0.3916,17.5803,0.0133,2.5000,17.2300
6.6172,11.0662,0.2797,0.1429,9.6622
8.4862,5.9894,0.8578,1.6000,8.0900
5.4054,17.9402,0.1511,1.1429,15.5784
3.9411,15.8861,0.5525,1.1429,8.4511
16.4344,15.5162,0.0610,0.5000,15.5712
8.5984,11.9794,0.8462,1.0000,9.0764
17.7554,11.1444,0.9628,1.0000,17.4629
7.8237,5.9942,0.3011,2.0000,6.5088
15.3823,10.9531,0.2332,1.2000,11.8894
7.9358,19.8366,0.9351,0.3333,8.5447
16.1703,9.6683,0.8421,0.6000,14.9597
15.1015,13.6955,0.7798,1.0000,14.7837
7.5479,9.6003,0.5076,7.0000,8.5195
4.3204,14.9304,0.5824,2.5000,8.0343
15.8081,4.2284,0.5865,0.2000,9.5805
18.9861,4.9697,0.4205,1.0000,8.7854
6.5513,1.9568,0.8331,0.7143,5.3485
13.4253,14.1734,0.1552,1.1111,14.0555
8.7729,17.1149,0.1093,1.3333,16.0476
16.6700,15.7807,0.5232,0.4286,16.2419
15.3771,14.8569,0.5528,1.0000,15.1430
3.3451,2.0904,0.1637,1.0000,2.2664
17.2396,10.4175,0.1494,0.2222,11.2926
19.7974,16.9326,0.0603,0.3333,17.0968
10.2885,16.8723,0.4325,0.4000,13.7863
17.6856,7.5549,0.4899,1.0000,11.5960
11.7605,5.4419,0.0053,1.0000,5.4659
3.0950,2.5061,0.2614,3.0000,2.6518
3.9973,13.8271,0.3426,0.7778,9.8331
8.1391,11.1026,0.0135,0.6667,11.0589
14.9741,0.1695,0.7008,0.2500,1.8086
16.5117,8.3206,0.8492,1.2857,14.9503
15.7993,8.7824,0.4206,1.0000,11.3390
6.3705,15.6872,0.8110,0.8000,7.8364
10.6813,16.5999,0.9899,0.4286,10.7337
1.7990,11.7921,0.4332,1.2500,6.6324
2.2341,2.8415,0.9622,2.3333,2.2555
2.7259,11.8663,0.4352,3.0000,7.1571
13.5730,14.5239,0.2074,0.2500,14.3231
9.9035,8.5676,0.2024,0.8750,8.8273
3.7942,4.2158,0.7560,0.2500,3.8944
9.9001,5.3077,0.9443,0.6667,9.5767
2.9522,19.8637,0.8605,1.0000,4.7117
1.0995,9.6151,0.4067,0.6000,5.3785
17.0143,16.5550,0.9514,0.1667,16.9917
11.2112,12.0648,0.4692,0.5714,11.6591
18.5922,16.3568,0.7073,1.0000,17.9170
13.9333,19.1109,0.4907,7.0000,16.4431
11.6558,13.0076,0.3657,0.1000,12.5017
16.3079,12.5529,0.6138,4.0000,14.7746
17.5803,12.9313,0.6534,3.3333,15.8513
19.7782,1.2427,0.2140,1.8000,2.1116
0.0104,18.7639,0.5587,0.3333,5.8921
17.3088,17.9743,0.9563,2.0000,17.3375
12.2513,13.8972,0.8838,7.0000,12.4358
19.7990,6.2081,0.9713,0.1000,19.2446
10.5536,6.8709,0.6318,1.2500,9.0544
9.5905,1.5246,0.4059,0.5000,3.2016
16.0270,10.3967,0.4438,0.6667,12.6692
4.5569,12.1755,0.0068,0.4444,12.1090
9.9619,14.5432,0.3348,1.2500,12.8938
18.0170,0.0015,0.7695,0.7778,0.0166
11.4932,3.3953,0.6461,0.8571,7.4817
16.9036,9.2658,0.4480,1.1429,12.2375
14.7728,7.2370,0.9403,1.6000,14.1811
11.7197,19.0413,0.9786,2.0000,11.8564
4.9347,18.6439,0.4922,0.8000,10.9311
13.3283,19.1614,0.4417,0.3333,16.4222
1.6697,4.1308,0.7977,1.1250,2.0854
12.5192,3.1940,0.1205,0.5000,3.8205
13.2189,11.4352,0.8274,0.5000,12.8979
14.5950,11.8584,0.7463,1.0000,13.8616
17.8150,13.9722,0.5868,0.5000,16.1461
19.6461,6.1163,0.3030,0.3333,8.9653
15.3806,7.8770,0.5851,0.2000,11.8317
11.6289,6.7377,0.5749,3.0000,9.2986
18.5663,2.5799,0.2065,1.5000,3.8575
11.6018,1.7387,0.0571,0.6667,1.9456
0.3397,10.9789,0.2295,1.1667,7.7240
2.4172,6.3547,0.9890,1.0000,2.4516
17.2542,19.8550,0.8064,0.1429,17.7390
9.6859,14.4713,0.0430,2.0000,14.2410
16.8971,11.4420,0.5424,0.7778,14.2008
4.1881,14.3445,0.2647,0.8000,11.0880
11.0458,19.5312,0.5091,1.5000,14.8779
12.5977,8.5398,0.5821,0.5000,10.7584
0.6398,18.2603,0.0456,0.5000,17.0514
12.2943,17.9462,0.8758,1.0000,12.9308
7.2482,16.7046,0.4840,1.0000,11.6345
0.9907,0.9592,0.1942,1.6000,0.9652
9.7914,7.1856,0.9813,0.2000,9.7375
3.8502,5.9151,0.9026,0.7500,4.0298
2.4617,12.5825,0.6278,1.5000,5.5118
4.1099,2.7237,0.3690,0.7143,3.1859
2.9303,7.4809,0.9284,4.0000,3.1897
3.7814,17.2956,0.8985,1.1429,4.8227
0.8530,5.0055,0.0521,2.0000,4.7083
12.7040,0.5901,0.0881,1.5000,0.7436
5.6373,19.9890,0.2386,0.7000,15.7878
10.7719,12.1029,0.3344,1.3333,11.6467
13.9033,4.8839,0.8543,0.2500,12.0696
9.9823,8.7639,0.0151,1.0000,8.7815
10.7160,14.7019,0.2585,0.1429,13.5889
8.9037,11.1598,0.7213,3.0000,9.5009
2.4786,8.7668,0.0885,0.3333,8.0241
9.8071,12.0708,0.8620,2.5000,10.1023
17.0600,3.6200,0.1667,9.0000,4.9372
17.4785,16.1757,0.4516,0.2000,16.7557
5.4059,16.3812,0.2838,3.0000,12.6311
4.1692,9.7447,0.5477,9.0000,6.3734
11.2996,15.1010,0.9714,2.5000,11.3992
12.8062,8.0875,0.1488,0.3333,8.6952
8.3406,14.5135,0.8683,0.5000,9.0484
4.1195,3.0802,0.4884,1.0000,3.5602
18.9587,10.1815,0.5909,5.0000,14.8644
1.6414,13.3607,0.0034,2.5000,13.3031
2.1142,3.0515,0.4856,0.5000,2.5705
2.8408,1.2539,0.7314,4.0000,2.3073
3.3292,6.7423,0.5370,1.0000,4.7542
12.4192,8.9189,0.9865,0.1000,12.3667
11.4742,15.1530,0.5016,1.6667,13.2298
1.0416,2.6107,0.0497,1.5000,2.5141
18.6240,18.0302,0.1105,1.0000,18.0952
14.5732,4.4068,0.4715,0.8571,7.8181
14.7568,7.5710,0.1651,1.6000,8.5125
1.2681,8.4551,0.4555,1.1111,4.5831
17.2088,19.4537,0.6169,4.0000,18.0479
18.6881,3.5403,0.1150,0.6667,4.3236
19.6880,17.6455,0.0826,0.8000,17.8084
17.1788,11.0251,0.0190,1.0000,11.1241
15.7112,6.4298,0.0872,0.4444,7.0042
10.2675,17.9969,0.4141,0.8571,14.5025
3.5520,10.8422,0.4420,0.8000,7.1566
7.9718,9.2578,0.8562,6.0000,8.1492
2.6786,16.1595,0.2405,2.3333,11.9876
0.6178,7.2164,0.8434,0.7000,1.3664
18.7828,19.4201,0.3748,1.1429,19.1796
6.0261,11.1103,0.0190,1.1667,10.9966
5.9107,15.3964,0.7461,0.8571,7.9288
6.6587,13.6024,0.1644,1.4000,12.2699
9.3414,4.1040,0.0200,1.2857,4.1779
12.9640,16.6925,0.5853,3.5000,14.4390
0.5046,17.3093,0.7991,0.3333,2.6920
16.8441,0.8304,0.6816,4.0000,5.6825
11.1807,12.2839,0.2981,0.6667,11.9479
17.0820,5.4656,0.5351,0.8000,10.1491
6.9576,14.9341,0.1747,1.0000,13.3006
8.9205,9.7574,0.5323,1.0000,9.3060
1.0848,15.8475,0.2122,1.0000,11.7012
3.5422,10.4893,0.6844,0.8000,5.3768
13.2562,11.9502,0.3882,0.2000,12.4464
6.6166,4.4006,0.2296,0.8333,4.8512
17.9697,7.2804,0.5751,0.4286,12.4355
2.3631,5.9448,0.1308,0.1429,5.3370
19.7684,17.0323,0.2849,3.3333,17.7833
10.7996,19.4738,0.0764,0.1000,18.6736
14.1383,12.4724,0.3893,5.0000,13.1041
19.9898,17.8456,0.8705,3.5000,19.7026
5.7570,19.6181,0.6117,0.8333,10.2821
8.2905,12.9396,0.3668,4.5000,11.0882
9.2968,15.9764,0.6451,7.0000,11.4285
15.2791,8.0975,0.6171,2.5000,12.0960
16.3641,9.6473,0.3377,0.6000,11.6176
2.0044,1.2778,0.1655,0.2500,1.3830
3.5623,16.0586,0.9450,0.5714,4.0717
7.1927,7.0214,0.5100,3.0000,7.1084
1.1341,16.9854,0.9537,0.6667,1.6407
10.4377,19.8361,0.4699,2.2500,15.0047
6.7170,9.6865,0.9329,0.4000,6.8964
3.5134,7.1273,0.7917,1.0000,4.1617
4.1789,1.0874,0.4943,0.3750,2.1677
18.1031,18.2815,0.0137,0.6667,18.2791
13.5078,14.0994,0.2402,1.1250,13.9557
9.3694,8.7617,0.4379,0.5000,9.0244
18.2426,19.3622,0.8880,0.5000,18.3659
2.0802,14.4764,0.9132,8.0000,2.8266
14.9109,13.1361,0.6237,1.0000,14.2245
14.7253,10.2954,0.4692,0.1429,12.2432
11.2372,17.5411,0.8242,4.0000,12.2295
3.6839,1.2035,0.3626,0.1667,1.8902
11.9442,9.4296,0.6668,0.4444,11.0588
5.9987,6.2203,0.3483,8.0000,6.1425
2.6825,3.8939,0.1238,1.7500,3.7288
4.2520,3.0210,0.4664,0.3333,3.5581
17.8988,18.0284,0.0401,0.1111,18.0232
1.4291,1.4132,0.5467,0.2000,1.4218
4.8497,19.1678,0.9628,1.0000,5.2534
1.0751,13.9978,0.1846,0.6000,10.7647
8.8344,0.2402,0.0420,1.5000,0.2706
0.2657,0.0976,0.4456,0.7000,0.1546
17.9438,17.0658,0.3957,1.0000,17.4097
3.9332,9.3458,0.9702,2.5000,4.0630
1.8674,16.7344,0.6694,0.2500,5.2818
6.1473,4.4125,0.7302,0.2500,5.6388
9.1212,16.1192,0.1097,0.2500,15.2231
2.0334,4.9716,0.4950,0.5714,3.3515
19.9078,19.9655,0.9254,1.2500,19.9121
6.6419,18.7580,0.6721,9.0000,9.9254
5.9469,11.0791,0.4234,1.1111,8.6938
1.2409,18.2539,0.3188,8.0000,11.0723
5.9649,12.7098,0.9918,0.1000,6.0074
0.9270,15.6019,0.7544,2.5000,3.5360
10.1086,11.3444,0.3256,2.0000,10.9319
15.2285,3.8352,0.3782,2.2500,6.5910
12.6214,18.1250,0.5684,1.5000,14.8530
1.7978,10.2971,0.7324,1.6000,3.5666
1.6172,19.9795,0.4100,0.3333,10.3071
15.5448,7.5466,0.6137,0.8333,11.8667
18.1027,4.1222,0.9720,1.0000,17.2945
10.6754,14.5989,0.8562,0.5556,11.1954
2.1831,6.2687,0.3849,0.8333,4.4528
16.5162,2.3516,0.2731,0.7000,3.9499
6.7620,17.7721,0.8345,0.2500,8.1957
5.8795,13.8625,0.4922,0.2500,9.4276
14.9263,18.7980,0.4707,0.1667,16.9016
0.2067,8.3433,0.1452,1.1250,6.7056
0.9689,16.3154,0.1003,1.1667,14.1688
13.3583,16.0969,0.3030,0.7143,15.2330
12.0694,7.2081,0.9835,5.0000,11.9724
10.5220,18.2763,0.0777,0.1000,17.5579
14.5942,5.7663,0.2625,0.2222,7.5467
14.1451,3.3000,0.3628,5.0000,5.8613
15.6275,9.1173,0.6433,3.0000,12.9920
5.7595,4.8563,0.0963,7.0000,4.9389
13.8506,0.0384,0.0247,1.0000,0.0413
11.1334,12.3069,0.3117,2.5000,11.9329
7.9304,13.2246,0.9542,2.0000,8.1413
1.2318,13.2067,0.9053,0.9000,2.0459
15.6035,13.6095,0.7284,1.4286,15.0429
6.7517,17.0130,0.6557,0.1250,9.5937
12.1573,0.7463,0.6162,1.6667,3.2366
14.8251,13.6155,0.2136,0.7500,13.8680
2.0963,11.4228,0.7077,0.5000,4.2074
2.5578,13.8043,0.1875,4.5000,11.0154
10.9908,17.9113,0.8938,0.5000,11.6377
9.7046,5.3372,0.0581,2.5000,5.5408
17.8095,1.3711,0.3230,0.7500,2.8261
15.9792,6.2720,0.8535,1.7500,13.9908
14.6868,15.7836,0.1216,0.3333,15.6475
1.0266,9.9668,0.7500,1.4000,2.7120
1.4577,8.7407,0.4727,1.0000,4.7075
1.7705,3.3681,0.3025,1.2857,2.8246
15.9670,5.2913,0.6023,0.7500,10.3762
18.8602,13.6776,0.2124,3.0000,14.6812
13.6743,16.3327,0.6958,0.5556,14.4518
2.6417,14.1104,0.2960,2.0000,9.8762
14.4545,11.5308,0.1918,1.6667,12.0558
2.2071,19.8812,0.3232,9.0000,12.4536
2.3499,9.2239,0.9334,1.3333,2.6991
12.8144,9.8671,0.6676,2.2500,11.7725
6.5763,5.4792,0.7514,8.0000,6.2904
13.0762,13.1021,0.9728,0.6000,13.0769
14.9826,8.1411,0.4279,1.5000,10.6679
11.6637,5.9993,0.3026,0.3000,7.4317
14.8006,12.1087,0.8546,8.0000,14.3855
4.6965,15.8235,0.3971,5.0000,10.5972
14.6992,19.4179,0.7344,1.3333,15.8762
19.4120,15.4677,0.6411,2.0000,17.9221
17.3386,11.9996,0.8652,0.5000,16.5305
1.7247,8.9814,0.3907,3.0000,5.5393
7.3287,3.0695,0.9937,0.3000,7.2910
7.3840,4.2247,0.3148,0.2857,5.0860
13.7006,14.0070,0.0404,2.0000,13.9945
11.9588,19.1236,0.3458,0.8750,16.4252
15.7873,12.7094,0.8301,0.2500,15.2314
7.3531,17.8254,0.8219,0.7143,8.9039
4.1206,4.3257,0.3277,1.0000,4.2578
1.7333,13.6709,0.9167,2.0000,2.4441
15.4387,6.3012,0.6292,3.5000,11.2515
4.1135,0.5077,0.0718,3.0000,0.6023
7.7654,16.4050,0.6787,0.8889,10.1904
11.0356,8.6534,0.3594,0.8571,9.4620
4.5791,1.7741,0.1535,0.7000,2.0732
12.8388,18.7017,0.0496,1.2500,18.3786
9.6896,7.8155,0.8140,2.0000,9.3188
3.0369,11.7586,0.8874,0.4000,3.7720
15.6386,4.7967,0.0120,0.2000,4.8810
2.0121,13.0713,0.2498,1.0000,9.5678
5.8813,7.3306,0.0534,3.0000,7.2480
4.7475,9.6250,0.3518,1.2500,7.6974
10.6174,8.0337,0.3738,4.5000,8.9406
1.8300,6.6760,0.7002,0.3333,2.9732
8.1063,5.3517,0.4415,0.1250,6.4759
2.0969,15.3569,0.8791,0.5714,3.2587
2.2457,4.8076,0.2034,1.5000,4.1996
15.6886,19.2255,0.1061,0.7500,18.8286
5.8314,18.4710,0.2353,1.0000,14.8689
12.0707,5.4849,0.6105,1.1111,8.9637
19.2885,4.4656,0.5958,0.3000,10.9746
8.6497,5.0425,0.5350,0.5714,6.7833
13.8950,4.9399,0.6520,0.2500,9.9309
15.1620,4.7915,0.7587,0.5556,11.5389
8.6528,8.5650,0.3059,0.8000,8.5918
13.1100,16.5185,0.2942,2.0000,15.4641
2.1951,12.3437,0.5185,0.7500,6.2714
18.6752,3.8775,0.7203,1.0000,11.7387
3.7492,16.1616,0.9114,3.0000,4.5676
5.3236,19.7127,0.3238,0.4000,14.0157
15.9566,2.9720,0.2250,0.5714,4.3877
9.7521,17.0606,0.1161,2.0000,16.0868
15.3792,4.7720,0.3242,0.4000,7.1480
7.9201,8.3388,0.0406,3.0000,8.3215
5.4588,6.4480,0.3298,0.1250,6.1095
0.7447,8.6808,0.1087,0.7778,7.4924
13.4659,6.5485,0.5850,1.0000,10.0794
8.5913,1.9794,0.8861,0.1667,7.3955
9.0348,13.4235,0.8986,0.8000,9.4358
12.1971,0.9872,0.5354,0.7000,3.2069
1.1881,4.0199,0.7552,6.0000,1.7367
6.3162,9.9827,0.4167,3.0000,8.3335
15.4544,5.5084,0.0241,0.1000,5.6830
13.9287,8.3921,0.2002,1.3333,9.3352
2.5066,11.9399,0.2266,5.0000,9.1795
2.6030,0.9829,0.5582,2.2500,1.7189
1.8470,17.7336,0.0771,1.7500,16.0214
0.1564,17.1660,0.4198,0.5714,8.2017
8.4622,1.7012,0.5776,0.8000,4.2137
13.1115,3.5483,0.8410,1.1667,10.5892
14.4585,0.2680,0.6744,0.2000,2.6176
10.6242,11.7997,0.8111,0.8750,10.8402
2.1764,14.1572,0.0759,0.7000,12.9200
12.6353,15.1785,0.5711,1.7500,13.6904
2.5300,4.2794,0.1059,1.6667,4.0681
2.6861,19.3233,0.7155,0.8571,6.3574
1.9719,9.6878,0.3176,0.4444,6.6306
2.8405,1.2494,0.6886,0.8750,2.2173
3.3650,3.5692,0.8766,1.0000,3.3898
3.9250,6.7653,0.0032,0.4444,6.7546
6.3496,17.6096,0.4294,3.3333,12.0563
6.3286,0.8544,0.3389,0.5000,1.6696
4.3513,7.1081,0.7857,0.2500,4.8739
5.0208,12.8148,0.7711,0.3000,6.4688
17.8584,16.5577,0.6584,1.0000,17.4066
14.0645,0.8925,0.3906,1.3333,2.2010
11.1148,15.8165,0.2379,1.8000,14.6054
3.6887,1.0230,0.1226,2.6667,1.2174
4.2406,5.9285,0.2094,0.7500,5.5463
1.5469,5.4428,0.6222,1.2500,2.7774
18.2760,18.2691,0.5924,0.6000,18.2732
14.1343,12.1093,0.9666,1.5000,14.0629
11.1558,10.0443,0.5148,0.6667,10.6065
6.2686,14.7320,0.9411,3.5000,6.6708
3.3241,2.2425,0.2310,1.7500,2.4651
12.4499,17.6898,0.5591,0.5714,14.6250
19.7587,10.5910,0.0840,2.0000,11.2036
3.4086,0.1099,0.8245,0.4000,1.2385
5.1558,3.2574,0.1754,0.7500,3.5446
7.9360,5.2465,0.5635,0.6667,6.6577
1.4799,0.7774,0.8135,1.2857,1.3186
13.6819,13.6413,0.9490,0.7500,13.6798
8.0478,0.5639,0.6496,0.3333,2.8030
19.6567,9.9990,0.1986,1.7500,11.5304
8.0437,9.6139,0.0825,0.4000,9.4774
12.4134,5.5706,0.3666,1.6000,7.5701
3.0874,11.8098,0.9844,0.6667,3.1899
7.6269,5.7483,0.2802,0.7143,6.2366
3.2227,18.3989,0.2275,0.8000,14.0073
15.1622,0.1213,0.1359,0.2500,0.2111
17.4222,11.2906,0.9017,1.3333,16.7231
7.0155,7.3738,0.4309,0.1250,7.2180
13.7107,7.4272,0.5611,0.5000,10.5767
5.8830,0.4239,0.0144,0.5000,0.4404
10.6126,13.7450,0.4774,1.3333,12.1875
16.6485,11.0913,0.8340,3.0000,15.6054
11.9498,15.3087,0.0579,1.6667,15.0999
6.7062,15.8268,0.3205,1.1111,12.4648
5.9845,4.9312,0.3858,1.3333,5.3206
9.0519,3.9961,0.7268,5.0000,7.3313
8.4529,7.3388,0.9673,0.4444,8.4147
7.1921,14.3914,0.9702,2.0000,7.3708
11.1664,2.5073,0.6265,0.7500,6.3173
14.8509,8.5979,0.8516,0.6250,13.7406
8.4867,0.3271,0.2888,1.2000,0.6707
8.5871,1.4204,0.3774,0.5000,2.8052
2.4975,14.2061,0.2303,3.3333,10.7062
0.4887,16.0590,0.9839,0.8889,0.6595
5.8037,18.2039,0.0073,1.5000,18.0870
6.3504,18.2425,0.6934,0.5000,9.3751
13.0738,12.5907,0.3792,0.7500,12.7725
19.1387,2.6299,0.7139,0.5556,10.2017
18.7146,1.2427,0.1277,1.1429,1.6829
9.1577,15.5509,0.0776,0.4286,14.9798
4.8096,14.8430,0.5682,0.2000,8.3319
15.2780,12.5186,0.8953,9.0000,14.9706
15.1865,14.5819,0.6109,1.0000,14.9493
14.8130,4.0603,0.8061,2.2500,11.5481
14.8738,15.8999,0.0340,1.6667,15.8643
2.1184,19.4914,0.6185,1.0000,7.3721
13.6312,8.4029,0.3614,4.5000,10.0831
9.2652,4.9144,0.1405,0.4000,5.4080
4.2433,9.6024,0.1284,2.0000,8.7773
1.9704,13.3794,0.0360,9.0000,12.7808
16.4715,17.0475,0.4019,0.6000,16.8145
3.5002,18.9065,0.9732,1.3333,3.8020
3.2714,2.5746,0.8901,9.0000,3.1890
13.3197,13.9329,0.6000,9.0000,13.5628
17.8878,1.6017,0.3972,0.6000,3.8179
10.3312,2.0713,0.0188,0.1429,2.1591
14.0540,2.6240,0.7722,2.5000,9.4731
3.0718,10.3011,0.6947,1.6000,4.8855
19.0691,9.6356,0.0401,0.6667,9.9249
10.8177,8.9177,0.7342,0.8889,10.2868
13.5947,15.9635,0.8113,2.3333,14.0233
0.7313,10.5788,0.0648,0.2500,9.5198
16.1841,13.3769,0.4866,0.2000,14.6978
14.9724,9.6668,0.9936,0.6667,14.9320
2.4037,6.6537,0.3897,3.3333,4.7321
10.5009,5.1760,0.7017,0.5000,8.5786
6.5167,19.4741,0.2148,0.8750,16.1029
10.9290,5.2872,0.4994,0.6667,7.6843
7.9776,15.7988,0.0556,1.0000,15.2834
8.3019,9.9414,0.0355,1.0000,9.8799
3.6148,6.4157,0.4893,1.1111,4.9351
5.1077,12.3257,0.2948,1.4000,9.8548
0.4107,0.1379,0.0648,0.2500,0.1497
18.4735,1.2587,0.7002,0.1000,9.2110
13.0740,18.4005,0.3156,0.3333,16.5946
18.6523,18.1233,0.7829,2.0000,18.5366
3.2702,16.6307,0.1807,1.1111,13.5362
18.4219,18.2735,0.0244,1.1250,18.2771
15.8932,13.5832,0.7764,2.0000,15.3544
11.5479,15.5412,0.4129,0.6000,13.8042
8.8007,13.8734,0.4806,0.1429,11.2425
5.1523,3.9771,0.2468,9.0000,4.2479
15.0389,9.0478,0.3728,0.5000,11.0167
4.5734,15.7777,0.8405,2.5000,5.9715
1.2837,0.0385,0.8804,2.0000,0.5567
15.3466,11.1116,0.2421,0.7500,12.0470
13.4240,8.6650,0.6968,0.4000,11.8139
14.3043,1.1683,0.2684,1.0000,2.1108
12.8412,8.8392,0.4408,1.5000,10.4667
8.3810,16.7919,0.0963,1.1250,15.8383
7.8152,12.3651,0.2991,0.1667,10.8562
16.3228,14.8319,0.9640,1.1250,16.2674
6.3486,18.7127,0.4167,0.5714,12.7721
16.2908,6.5062,0.9222,0.2500,15.2476
15.7815,14.9198,0.6265,1.0000,15.4558
17.0453,17.4580,0.7024,0.6667,17.1674
10.1127,8.6657,0.5545,0.4286,9.4490
12.7132,10.4312,0.3817,0.5714,11.2649
19.0179,13.0532,0.4538,0.7000,15.5530
8.8793,9.3802,0.9073,1.0000,8.9250
1.2004,3.6660,0.6790,0.6667,1.8597
17.3350,4.5200,0.1173,0.1667,5.4869
12.6238,8.2391,0.3699,2.0000,9.7007
7.1015,0.3058,0.8477,1.2000,3.0258
19.9401,15.0134,0.2748,1.1429,16.2679
4.4834,1.2425,0.4379,1.2500,2.1979
13.0490,8.6337,0.3180,0.2500,9.9026
12.0998,10.8556,0.1256,0.2000,11.0069
7.7449,12.2030,0.6400,5.0000,9.2127
2.8437,8.7247,0.6956,0.2500,4.2636
0.5027,1.6214,0.9301,0.6667,0.5636
8.4222,5.6791,0.7795,0.3000,7.7487
3.6820,1.4645,0.3201,0.2857,2.0138
14.5155,14.5996,0.6068,1.3333,14.5485
7.4073,6.9275,0.1411,0.4286,6.9939
16.8312,13.0441,0.0057,0.1429,13.0640
14.6846,9.6351,0.4207,2.0000,11.5674
11.4205,7.6519,0.8943,2.5000,10.9662
3.5371,6.5377,0.1559,1.0000,6.0004
19.1477,2.0608,0.3106,0.5714,3.9736
5.3064,7.4082,0.9609,6.0000,5.3809
18.4916,7.5488,0.9679,0.5714,17.9836
4.4754,9.6360,0.8548,3.0000,5.1017
7.4713,15.9124,0.8917,9.0000,8.2258
1.7500,13.8279,0.3389,0.6000,8.7093
12.8023,16.9958,0.8748,0.5000,13.2884
3.6123,10.2457,0.2693,1.3333,8.1224
0.9010,17.1007,0.7899,0.7143,3.3767
14.4635,9.3088,0.5592,0.5714,11.9776
6.9488,5.2970,0.0622,1.1667,5.3905
13.2123,12.5897,0.6088,0.8000,12.9664
7.6774,11.2547,0.7589,3.0000,8.4667
12.5469,10.8231,0.9573,0.8889,12.4695
0.4330,7.8662,0.0693,1.2500,7.1359
18.2114,8.4092,0.2174,1.1429,10.0437
16.0112,2.7424,0.7476,0.5556,9.9270
14.9169,5.8436,0.6710,0.2000,11.2181
16.2623,0.1465,0.5669,0.6667,0.7130
7.6661,18.6540,0.1482,1.2500,16.6975
12.3456,12.1852,0.9695,0.7778,12.3407
11.5099,17.8369,0.9923,3.0000,11.5529
10.6010,8.4165,0.3034,2.6667,9.0422
5.5014,8.0036,0.0538,1.2857,7.8543
4.9726,11.0787,0.9613,0.1429,5.1551
9.0328,11.9252,0.4285,0.8889,10.6256
4.5543,10.1256,0.2157,1.4000,8.7206
16.0890,11.7442,0.3119,0.9000,12.9932
19.7221,2.6564,0.9345,1.5000,16.7023
0.5998,15.2320,0.9729,3.0000,0.8605
10.7133,13.0229,0.0895,0.8889,12.8045
1.7415,7.0218,0.9656,2.2500,1.8767
16.0418,6.2519,0.6125,0.5000,11.2841
19.7829,5.4850,0.8013,2.3333,15.3770
1.3389,2.9906,0.9387,1.5000,1.4223
18.7880,6.6869,0.0781,3.0000,7.3162
0.3636,16.6607,0.9503,0.4286,0.8806
13.6768,4.6715,0.2421,0.8571,6.1392
15.6747,1.3848,0.2172,1.2857,2.2351
10.6828,9.8945,0.1095,1.1429,9.9789
17.7072,2.4430,0.5391,0.5000,6.8474
17.9801,8.0524,0.2535,1.5000,9.9845
12.5188,1.8243,0.8355,1.7500,8.6876
2.7574,14.4110,0.0985,0.5000,12.8597
4.3560,6.8469,0.7932,1.1111,4.8202
3.6428,11.3261,0.5613,1.2000,6.5368
0.8364,13.0902,0.0006,1.0000,13.0791
2.1388,13.0500,0.5332,0.5714,6.3155
12.3289,14.0171,0.2122,1.0000,13.6472
18.7932,6.0221,0.5866,0.5000,11.9023
7.0891,1.7093,0.4621,0.3000,3.4207
8.2126,12.6687,0.6886,0.2500,9.4732
19.6870,5.3287,0.2453,0.1250,7.8204
18.9116,17.8850,0.9374,1.0000,18.8462
13.5329,6.0054,0.6871,1.0000,10.5796
19.7660,14.3011,0.9305,0.8000,19.3419
15.3366,6.6070,0.4179,0.8000,9.5139
6.7340,7.2975,0.8139,1.6667,6.8366
13.2476,11.8470,0.4401,3.0000,12.4501
4.8833,18.1037,0.7625,0.5556,7.3770
5.9101,5.2906,0.0088,0.3750,5.2958
13.6036,18.9965,0.9950,0.5000,13.6278
10.5569,14.7746,0.0751,3.3333,14.4266
8.2319,0.0892,0.1696,1.5000,0.1445
12.0528,17.0147,0.5142,0.2500,14.3274
15.0104,13.9114,0.7791,0.6667,14.7627
11.6707,11.2486,0.3588,2.0000,11.3989
11.0359,6.7543,0.2934,0.6667,7.8485
11.6714,6.6560,0.1521,0.2000,7.3005
10.2364,1.5465,0.9053,9.0000,8.6598
1.6519,9.1660,0.2728,0.8750,6.6063
14.3914,13.1438,0.3419,0.6667,13.5617
19.9231,11.4391,0.0499,1.4000,11.7823
7.0907,8.0422,0.2046,0.6667,7.8412
19.4252,18.6940,0.5237,5.0000,19.0746
6.9290,7.2107,0.2373,1.6667,7.1432
17.7309,18.9543,0.5920,6.0000,18.2235
9.0939,0.6025,0.8130,1.0000,4.2776
8.2685,8.8219,0.3864,0.5000,8.6053
4.3546,14.0142,0.7829,0.1250,5.8722
2.5131,14.0599,0.7150,4.0000,5.0300
6.1783,10.2033,0.9997,6.0000,6.1792
14.5221,12.2449,0.0203,1.1250,12.2885
15.6574,14.9274,0.6592,3.0000,15.4060
13.8758,16.0287,0.5329,2.6667,14.8566
0.1960,6.7345,0.9572,0.3333,0.3655
16.8643,11.2819,0.6953,1.0000,14.9778
